Id,State_Name,Season,Crop,Area,Production,soil_type
972,Kerala,Whole Year ,Arecanut,1306,1873, Laterite
973,Kerala,Whole Year ,Arecanut,1146,923, Laterite
974,Kerala,Whole Year ,Arecanut,1213,1105, Laterite
975,Kerala,Whole Year ,Arecanut,1269,1071, Laterite
976,Kerala,Whole Year ,Arecanut,1345,1071, Laterite
977,Kerala,Whole Year ,Arecanut,1343,1317, Laterite
978,Kerala,Whole Year ,Arecanut,1488,1289, Laterite
979,Kerala,Whole Year ,Arecanut,1467,1216, Laterite
980,Kerala,Whole Year ,Arecanut,1462,1637, Laterite
981,Kerala,Whole Year ,Arecanut,1346,1003, Laterite
982,Kerala,Whole Year ,Arecanut,1212,593, Laterite
983,Kerala,Whole Year ,Arecanut,1082,555, Laterite
984,Kerala,Whole Year ,Arecanut,1104,615, Laterite
985,Kerala,Whole Year ,Arecanut,1118.41,674.23, Laterite
986,Kerala,Whole Year ,Arecanut,1219.11,754.1, Laterite
987,Kerala,Whole Year ,Arecanut,1197,766, Laterite
988,Kerala,Whole Year ,Arecanut,1210,833, Laterite
989,Kerala,Whole Year ,Arecanut,1182,840, Laterite
990,Kerala,Whole Year ,Arecanut,1079,491, Laterite
991,Kerala,Whole Year ,Arecanut,827,455, Laterite
992,Kerala,Whole Year ,Arecanut,904,467, Laterite
993,Kerala,Whole Year ,Arecanut,1104,538, Laterite
994,Kerala,Whole Year ,Arecanut,1106,493, Laterite
995,Kerala,Whole Year ,Arecanut,1216,520, Laterite
996,Kerala,Whole Year ,Arecanut,1220,491, Laterite
997,Kerala,Whole Year ,Arecanut,1263,547, Laterite
998,Kerala,Whole Year ,Arecanut,1249,690, Laterite
999,Kerala,Whole Year ,Arecanut,1074,789, Laterite
1000,Kerala,Whole Year ,Arecanut,1077,579, Laterite
1001,Kerala,Whole Year ,Arecanut,999,601, Laterite
1002,Kerala,Whole Year ,Arecanut,890,460, Laterite
1003,Kerala,Whole Year ,Arecanut,922.45,555.85, Laterite
1004,Kerala,Whole Year ,Arecanut,968.24,494.22, Laterite
1005,Kerala,Whole Year ,Arecanut,1024,577, Laterite
1006,Kerala,Whole Year ,Arecanut,1001,476, Laterite
1007,Kerala,Whole Year ,Arecanut,1033,596, Laterite
1008,Kerala,Whole Year ,Arecanut,6238,9140, Laterite
1009,Kerala,Whole Year ,Arecanut,5450,5750, Laterite
1010,Kerala,Whole Year ,Arecanut,6355,6109, Laterite
1011,Kerala,Whole Year ,Arecanut,7099,6281, Laterite
1012,Kerala,Whole Year ,Arecanut,7179,6584, Laterite
1013,Kerala,Whole Year ,Arecanut,7526,6903, Laterite
1014,Kerala,Whole Year ,Arecanut,8052,7267, Laterite
1015,Kerala,Whole Year ,Arecanut,8071,7730, Laterite
1016,Kerala,Whole Year ,Arecanut,8116,10661, Laterite
1017,Kerala,Whole Year ,Arecanut,7279,5390, Laterite
1018,Kerala,Whole Year ,Arecanut,7069,4687, Laterite
1019,Kerala,Whole Year ,Arecanut,7209,7240, Laterite
1020,Kerala,Whole Year ,Arecanut,7163,7095, Laterite
1021,Kerala,Whole Year ,Arecanut,6310.76,4307.83, Laterite
1022,Kerala,Whole Year ,Arecanut,7055.17,4700.74, Laterite
1023,Kerala,Whole Year ,Arecanut,6419,5173, Laterite
1024,Kerala,Whole Year ,Arecanut,6424,4268, Laterite
1025,Kerala,Whole Year ,Arecanut,6351,4861, Laterite
1026,Kerala,Whole Year ,Arecanut,6615,8103, Laterite
1027,Kerala,Whole Year ,Arecanut,4456,1478, Laterite
1028,Kerala,Whole Year ,Arecanut,5212,1736, Laterite
1029,Kerala,Whole Year ,Arecanut,6033,2699, Laterite
1030,Kerala,Whole Year ,Arecanut,6636,2682, Laterite
1031,Kerala,Whole Year ,Arecanut,7201,3237, Laterite
1032,Kerala,Whole Year ,Arecanut,8689,4192, Laterite
1033,Kerala,Whole Year ,Arecanut,10204,5711, Laterite
1034,Kerala,Whole Year ,Arecanut,10499,6035, Laterite
1035,Kerala,Whole Year ,Arecanut,12737,5617, Laterite
1036,Kerala,Whole Year ,Arecanut,12213,4627, Laterite
1037,Kerala,Whole Year ,Arecanut,11734,5518, Laterite
1038,Kerala,Whole Year ,Arecanut,10862,5385, Laterite
1039,Kerala,Whole Year ,Arecanut,10444.97,7061.85, Laterite
1040,Kerala,Whole Year ,Arecanut,11581.77,6078.91, Laterite
1041,Kerala,Whole Year ,Arecanut,11553,5796, Laterite
1042,Kerala,Whole Year ,Arecanut,12181,3985, Laterite
1043,Kerala,Whole Year ,Arecanut,11613,6071, Laterite
1044,Meghalaya,Whole Year ,Arecanut,793,749, Laterite
1045,Meghalaya,Whole Year ,Arecanut,796,752, Laterite
1046,Meghalaya,Whole Year ,Arecanut,797,753, Laterite
1047,Meghalaya,Whole Year ,Arecanut,831,929, Laterite
1048,Meghalaya,Whole Year ,Arecanut,846,943, Laterite
1049,Meghalaya,Whole Year ,Arecanut,787,885, Laterite
1050,Meghalaya,Whole Year ,Arecanut,802,905, Laterite
1051,Meghalaya,Whole Year ,Arecanut,1020,1153, Laterite
1052,Meghalaya,Rabi       ,Arecanut,1035,1174, Laterite
1053,Meghalaya,Whole Year ,Arecanut,1107,1258, Laterite
1054,Meghalaya,Whole Year ,Arecanut,1140,1295, Laterite
1055,Meghalaya,Whole Year ,Arecanut,1250,1412, Laterite
1056,Meghalaya,Whole Year ,Arecanut,2061,2362, Laterite
1057,Meghalaya,Whole Year ,Arecanut,2142,2539, Laterite
1058,Meghalaya,Whole Year ,Arecanut,1261,1506, Laterite
1059,Meghalaya,Whole Year ,Arecanut,1268,1568, Laterite
1060,Meghalaya,Whole Year ,Arecanut,1525,3060, Laterite
1061,Meghalaya,Whole Year ,Arecanut,1534,2230, Laterite
1062,Meghalaya,Whole Year ,Arecanut,1534,3052, Laterite
1063,Meghalaya,Whole Year ,Arecanut,1560,3104, Laterite
1064,Meghalaya,Whole Year ,Arecanut,1580,3161, Laterite
1065,Meghalaya,Whole Year ,Arecanut,1591,3188, Laterite
1066,Meghalaya,Whole Year ,Arecanut,1594,3193, Laterite
1067,Meghalaya,Whole Year ,Arecanut,1599,3207, Laterite
1068,Meghalaya,Rabi       ,Arecanut,1635,3207, Laterite
1069,Meghalaya,Whole Year ,Arecanut,1668,2924, Laterite
1070,Meghalaya,Whole Year ,Arecanut,1703,2924, Laterite
1071,Meghalaya,Whole Year ,Arecanut,1706,2462, Laterite
1072,Meghalaya,Whole Year ,Arecanut,1708,2492, Laterite
1073,Meghalaya,Whole Year ,Arecanut,1775,2667, Laterite
1074,Meghalaya,Whole Year ,Arecanut,256,303, Laterite
1075,Meghalaya,Whole Year ,Arecanut,257,301, Laterite
1076,Meghalaya,Whole Year ,Arecanut,4549,4550, Laterite
1077,Meghalaya,Whole Year ,Arecanut,4564,4838, Laterite
1078,Meghalaya,Whole Year ,Arecanut,4568,4934, Laterite
1079,Meghalaya,Whole Year ,Arecanut,4602,4524, Laterite
1080,Meghalaya,Whole Year ,Arecanut,4459,4672, Laterite
1081,Meghalaya,Whole Year ,Arecanut,4510,4764, Laterite
1082,Meghalaya,Whole Year ,Arecanut,4511,4757, Laterite
1083,Meghalaya,Whole Year ,Arecanut,4512,4758, Laterite
1084,Meghalaya,Rabi       ,Arecanut,4510,4754, Laterite
1085,Meghalaya,Whole Year ,Arecanut,4514,4760, Laterite
1086,Meghalaya,Whole Year ,Arecanut,4515,4762, Laterite
1087,Meghalaya,Whole Year ,Arecanut,4516,4729, Laterite
1088,Meghalaya,Whole Year ,Arecanut,4521,4824, Laterite
1089,Meghalaya,Whole Year ,Arecanut,4699,5172, Laterite
1090,Meghalaya,Whole Year ,Arecanut,4879,5564, Laterite
1091,Meghalaya,Whole Year ,Arecanut,4886,5788, Laterite
1092,Meghalaya,Whole Year ,Arecanut,963,1229, Laterite
1093,Meghalaya,Whole Year ,Arecanut,967,1251, Laterite
1094,Meghalaya,Whole Year ,Arecanut,28,18, Laterite
1095,Meghalaya,Whole Year ,Arecanut,25,17, Laterite
1096,Meghalaya,Whole Year ,Arecanut,80,55, Laterite
1097,Meghalaya,Whole Year ,Arecanut,92,58, Laterite
1098,Meghalaya,Whole Year ,Arecanut,120,59, Laterite
1099,Meghalaya,Whole Year ,Arecanut,124,68, Laterite
1100,Meghalaya,Whole Year ,Arecanut,130,74, Laterite
1101,Meghalaya,Whole Year ,Arecanut,131,74, Laterite
1102,Meghalaya,Rabi       ,Arecanut,133,74, Laterite
1103,Meghalaya,Whole Year ,Arecanut,145,90, Laterite
1104,Meghalaya,Whole Year ,Arecanut,149,93, Laterite
1105,Meghalaya,Whole Year ,Arecanut,142,87, Laterite
1106,Meghalaya,Whole Year ,Arecanut,151,93, Laterite
1107,Meghalaya,Whole Year ,Arecanut,164,102, Laterite
1108,Meghalaya,Whole Year ,Arecanut,170,110, Laterite
1109,Meghalaya,Whole Year ,Arecanut,176,123, Laterite
1110,Meghalaya,Whole Year ,Arecanut,242,334, Laterite
1111,Meghalaya,Whole Year ,Arecanut,242,334, Laterite
1112,Meghalaya,Whole Year ,Arecanut,242,332, Laterite
1113,Meghalaya,Whole Year ,Arecanut,253,347, Laterite
1114,Meghalaya,Whole Year ,Arecanut,260,356, Laterite
1115,Meghalaya,Whole Year ,Arecanut,271,369, Laterite
1116,Meghalaya,Whole Year ,Arecanut,273,293, Laterite
1117,Meghalaya,Whole Year ,Arecanut,278,381, Laterite
1118,Meghalaya,Rabi       ,Arecanut,284,390, Laterite
1119,Meghalaya,Whole Year ,Arecanut,300,410, Laterite
1120,Meghalaya,Whole Year ,Arecanut,320,439, Laterite
1121,Meghalaya,Whole Year ,Arecanut,326,446, Laterite
1122,Meghalaya,Whole Year ,Arecanut,332,475, Laterite
1123,Meghalaya,Whole Year ,Arecanut,344,507, Laterite
1124,Meghalaya,Whole Year ,Arecanut,357,543, Laterite
1125,Meghalaya,Whole Year ,Arecanut,380,684, Laterite
1126,Meghalaya,Whole Year ,Arecanut,1373,2650, Laterite
1127,Meghalaya,Whole Year ,Arecanut,1385,2682, Laterite
1128,Meghalaya,Whole Year ,Arecanut,556,568, Laterite
1129,Meghalaya,Whole Year ,Arecanut,573,602, Laterite
1130,Meghalaya,Whole Year ,Arecanut,2406,3370, Laterite
1131,Meghalaya,Whole Year ,Arecanut,2424,3396, Laterite
1132,Meghalaya,Whole Year ,Arecanut,2424,3384, Laterite
1133,Meghalaya,Whole Year ,Arecanut,2672,3964, Laterite
1134,Meghalaya,Whole Year ,Arecanut,2687,3973, Laterite
1135,Meghalaya,Whole Year ,Arecanut,2724,4032, Laterite
1136,Meghalaya,Whole Year ,Arecanut,2736,3995, Laterite
1137,Meghalaya,Whole Year ,Arecanut,2767,4992, Laterite
1138,Meghalaya,Rabi       ,Arecanut,3276,5850, Laterite
1139,Meghalaya,Whole Year ,Arecanut,3685,6847, Laterite
1140,Meghalaya,Whole Year ,Arecanut,4573,8747, Laterite
1141,Meghalaya,Whole Year ,Arecanut,5447,10200, Laterite
1142,Meghalaya,Whole Year ,Arecanut,5448,10308, Laterite
1143,Meghalaya,Whole Year ,Arecanut,5662,11052, Laterite
1144,Meghalaya,Whole Year ,Arecanut,4505,9245, Laterite
1145,Meghalaya,Whole Year ,Arecanut,4514,9312, Laterite
1146,Meghalaya,Whole Year ,Arecanut,1589,2565, Laterite
1147,Meghalaya,Whole Year ,Arecanut,1570,2517, Laterite
1148,Meghalaya,Whole Year ,Arecanut,26,35, Laterite
1149,Meghalaya,Whole Year ,Arecanut,1174,795, Laterite
1150,Meghalaya,Whole Year ,Arecanut,1176,937, Laterite
1151,Meghalaya,Whole Year ,Arecanut,1182,938, Laterite
1152,Meghalaya,Whole Year ,Arecanut,1187,952, Laterite
1153,Meghalaya,Whole Year ,Arecanut,1200,965, Laterite
1154,Meghalaya,Rabi       ,Arecanut,1208,1112, Laterite
1155,Meghalaya,Whole Year ,Arecanut,1213,1111, Laterite
1156,Meghalaya,Whole Year ,Arecanut,1221,1136, Laterite
1157,Meghalaya,Whole Year ,Arecanut,1224,1165, Laterite
1158,Meghalaya,Whole Year ,Arecanut,1227,1197, Laterite
1159,Meghalaya,Whole Year ,Arecanut,1276,1292, Laterite
1160,Meghalaya,Whole Year ,Arecanut,769,831, Laterite
1161,Meghalaya,Whole Year ,Arecanut,771,897, Laterite
1162,Puducherry,Kharif     ,Arecanut,66,23, Laterite
1163,Puducherry,Whole Year ,Arecanut,65,130, Laterite
1164,Puducherry,Whole Year ,Arecanut,65,130, Laterite
1165,Puducherry,Whole Year ,Arecanut,65,137, Laterite
1166,Puducherry,Whole Year ,Arecanut,64,77, Laterite
1167,Puducherry,Kharif     ,Arecanut,63,82, Laterite
1168,Puducherry,Whole Year ,Arecanut,63,82, Laterite
1169,Puducherry,Kharif     ,Arecanut,61,78, Laterite
1170,Puducherry,Kharif     ,Arecanut,61,79, Laterite
1171,Puducherry,Kharif     ,Arecanut,61,77, Laterite
1172,Puducherry,Kharif     ,Arecanut,60,78, Laterite
1173,Puducherry,Kharif     ,Arecanut,60,77, Laterite
1174,Tamil Nadu,Whole Year ,Arecanut,1574,1844, Laterite
1175,Tamil Nadu,Whole Year ,Arecanut,1556,4469, Laterite
1176,Tamil Nadu,Whole Year ,Arecanut,1602,3828, Laterite
1177,Tamil Nadu,Whole Year ,Arecanut,1678,3192, Laterite
1178,Tamil Nadu,Whole Year ,Arecanut,1608,3305, Laterite
1179,Tamil Nadu,Whole Year ,Arecanut,1651,3324, Laterite
1180,Tamil Nadu,Whole Year ,Arecanut,1732,3280, Laterite
1181,Tamil Nadu,Whole Year ,Arecanut,1817,3686, Laterite
1182,Tamil Nadu,Whole Year ,Arecanut,2,2, Laterite
1183,Tamil Nadu,Whole Year ,Arecanut,1,1, Laterite
1184,Tamil Nadu,Whole Year ,Arecanut,1,2, Laterite
1185,Tamil Nadu,Whole Year ,Arecanut,1,2, Laterite
1186,Tamil Nadu,Whole Year ,Arecanut,1,2, Laterite
1187,Tamil Nadu,Whole Year ,Arecanut,1,2, Laterite
1188,Tamil Nadu,Whole Year ,Arecanut,308,393, Laterite
1189,Tamil Nadu,Whole Year ,Arecanut,308,471, Laterite
1190,Tamil Nadu,Whole Year ,Arecanut,337,1018, Laterite
1191,Tamil Nadu,Whole Year ,Arecanut,336,903, Laterite
1192,Tamil Nadu,Whole Year ,Arecanut,367,855, Laterite
1193,Tamil Nadu,Whole Year ,Arecanut,213,488, Laterite
1194,Tamil Nadu,Whole Year ,Arecanut,402,1585, Laterite
1195,Tamil Nadu,Whole Year ,Arecanut,317,682, Laterite
1196,Tamil Nadu,Whole Year ,Arecanut,60,128, Laterite
1197,Tamil Nadu,Whole Year ,Arecanut,67,64, Laterite
1198,Tamil Nadu,Whole Year ,Arecanut,61,66, Laterite
1199,Tamil Nadu,Whole Year ,Arecanut,64,189, Laterite
1200,Tamil Nadu,Whole Year ,Arecanut,61,78, Laterite
1201,Tamil Nadu,Whole Year ,Arecanut,58,78, Laterite
1202,Tamil Nadu,Whole Year ,Arecanut,48,76, Laterite
1203,Tamil Nadu,Whole Year ,Arecanut,53,69, Laterite
1204,Tamil Nadu,Whole Year ,Arecanut,155,182, Laterite
1205,Tamil Nadu,Whole Year ,Arecanut,144,396, Laterite
1206,Tamil Nadu,Whole Year ,Arecanut,164,715, Laterite
1207,Tamil Nadu,Whole Year ,Arecanut,177,586, Laterite
1208,Tamil Nadu,Whole Year ,Arecanut,198,617, Laterite
1209,Tamil Nadu,Whole Year ,Arecanut,215,333, Laterite
1210,Tamil Nadu,Whole Year ,Arecanut,233,1003, Laterite
1211,Tamil Nadu,Whole Year ,Arecanut,367,810, Laterite
1212,Tamil Nadu,Whole Year ,Arecanut,736,1860, Laterite
1213,Tamil Nadu,Whole Year ,Arecanut,598,1331, Laterite
1214,Tamil Nadu,Whole Year ,Arecanut,586,1320, Laterite
1215,Tamil Nadu,Whole Year ,Arecanut,601,719, Laterite
1216,Tamil Nadu,Whole Year ,Arecanut,531,817, Laterite
1217,Tamil Nadu,Whole Year ,Arecanut,502,802, Laterite
1218,Tamil Nadu,Whole Year ,Arecanut,404,157, Laterite
1219,Tamil Nadu,Whole Year ,Arecanut,337,272, Laterite
1220,Tamil Nadu,Whole Year ,Arecanut,1,1, Laterite
1221,Tamil Nadu,Whole Year ,Arecanut,2,1, Laterite
1222,Tamil Nadu,Whole Year ,Arecanut,2,2, Laterite
1223,Tamil Nadu,Whole Year ,Arecanut,1,2, Laterite
1224,Tamil Nadu,Whole Year ,Arecanut,1,2, Laterite
1225,Tamil Nadu,Whole Year ,Arecanut,1,2, Laterite
1226,Tamil Nadu,Whole Year ,Arecanut,1,2, Laterite
1227,Tamil Nadu,Whole Year ,Arecanut,1,1, Laterite
1228,Tamil Nadu,Whole Year ,Arecanut,38,48, Laterite
1229,Tamil Nadu,Whole Year ,Arecanut,46,80, Laterite
1230,Tamil Nadu,Whole Year ,Arecanut,38,75, Laterite
1231,Tamil Nadu,Whole Year ,Arecanut,53,43, Laterite
1232,Tamil Nadu,Whole Year ,Arecanut,51,15, Laterite
1233,Tamil Nadu,Whole Year ,Arecanut,32,5, Laterite
1234,Tamil Nadu,Whole Year ,Arecanut,32,43, Laterite
1235,Tamil Nadu,Whole Year ,Arecanut,33,99, Laterite
1236,Tamil Nadu,Whole Year ,Arecanut,4,8, Laterite
1237,Tamil Nadu,Whole Year ,Arecanut,1,2, Laterite
1238,Tamil Nadu,Whole Year ,Arecanut,1,2, Laterite
1239,Tamil Nadu,Whole Year ,Arecanut,2,3, Laterite
1240,Tamil Nadu,Whole Year ,Arecanut,2,1, Laterite
1241,Tamil Nadu,Whole Year ,Arecanut,2,2, Laterite
1242,Tamil Nadu,Whole Year ,Arecanut,1,2, Laterite
1243,Tamil Nadu,Whole Year ,Arecanut,1,2, Laterite
1244,Tamil Nadu,Whole Year ,Arecanut,1,1, Laterite
1245,Tamil Nadu,Whole Year ,Arecanut,188,240, Laterite
1246,Tamil Nadu,Whole Year ,Arecanut,140,237, Laterite
1247,Tamil Nadu,Whole Year ,Arecanut,256,462, Laterite
1248,Tamil Nadu,Whole Year ,Arecanut,268,894, Laterite
1249,Tamil Nadu,Whole Year ,Arecanut,321,586, Laterite
1250,Tamil Nadu,Whole Year ,Arecanut,337,619, Laterite
1251,Tamil Nadu,Whole Year ,Arecanut,521,1892, Laterite
1252,Tamil Nadu,Whole Year ,Arecanut,626,25, Laterite
1253,Tamil Nadu,Whole Year ,Arecanut,17,32, Laterite
1254,Tamil Nadu,Whole Year ,Arecanut,16,4, Laterite
1255,Tamil Nadu,Whole Year ,Arecanut,22,17, Laterite
1256,Tamil Nadu,Whole Year ,Arecanut,27,23, Laterite
1257,Tamil Nadu,Whole Year ,Arecanut,32,69, Laterite
1258,Tamil Nadu,Whole Year ,Arecanut,34,65, Laterite
1259,Tamil Nadu,Whole Year ,Arecanut,43,110, Laterite
1260,Tamil Nadu,Whole Year ,Arecanut,63,11, Laterite
1261,Tamil Nadu,Whole Year ,Arecanut,1,1, Laterite
1262,Tamil Nadu,Whole Year ,Arecanut,1,1, Laterite
1263,Tamil Nadu,Whole Year ,Arecanut,6,13, Laterite
1264,Tamil Nadu,Whole Year ,Arecanut,1606,2049, Laterite
1265,Tamil Nadu,Whole Year ,Arecanut,1479,1789, Laterite
1266,Tamil Nadu,Whole Year ,Arecanut,1743,3252, Laterite
1267,Tamil Nadu,Whole Year ,Arecanut,1837,4121, Laterite
1268,Tamil Nadu,Whole Year ,Arecanut,1843,4374, Laterite
1269,Tamil Nadu,Whole Year ,Arecanut,1785,4334, Laterite
1270,Tamil Nadu,Whole Year ,Arecanut,2422,7076, Laterite
1271,Tamil Nadu,Whole Year ,Arecanut,2410,2361, Laterite
1272,Tamil Nadu,Whole Year ,Arecanut,8,15, Laterite
1273,Tamil Nadu,Whole Year ,Arecanut,18,15, Laterite
1274,Tamil Nadu,Whole Year ,Arecanut,18,52, Laterite
1275,Tamil Nadu,Whole Year ,Arecanut,20,35, Laterite
1276,Tamil Nadu,Whole Year ,Arecanut,19,18, Laterite
1277,Tamil Nadu,Whole Year ,Arecanut,9,19, Laterite
1278,Tamil Nadu,Whole Year ,Arecanut,24,20, Laterite
1279,Tamil Nadu,Whole Year ,Arecanut,40,18, Laterite
1280,Tamil Nadu,Whole Year ,Arecanut,207,229, Laterite
1281,Tamil Nadu,Whole Year ,Arecanut,212,136, Laterite
1282,Tamil Nadu,Whole Year ,Arecanut,431,879, Laterite
1283,Tamil Nadu,Whole Year ,Arecanut,272,596, Laterite
1284,Tamil Nadu,Whole Year ,Arecanut,291,57, Laterite
1285,Tamil Nadu,Whole Year ,Arecanut,332,71, Laterite
1286,Tamil Nadu,Whole Year ,Arecanut,326,307, Laterite
1287,Tamil Nadu,Whole Year ,Arecanut,310,168, Laterite
1288,Tamil Nadu,Whole Year ,Arecanut,31,66, Laterite
1289,Tamil Nadu,Whole Year ,Arecanut,31,30, Laterite
1290,Tamil Nadu,Whole Year ,Arecanut,79,60, Laterite
1291,Tamil Nadu,Whole Year ,Arecanut,30,52, Laterite
1292,Tamil Nadu,Whole Year ,Arecanut,33,51, Laterite
1293,Tamil Nadu,Whole Year ,Arecanut,30,48, Laterite
1294,Tamil Nadu,Whole Year ,Arecanut,32,36, Laterite
1295,Tamil Nadu,Whole Year ,Arecanut,29,14, Laterite
1296,Tamil Nadu,Whole Year ,Arecanut,5,7, Laterite
1297,Tamil Nadu,Whole Year ,Arecanut,6,5, Laterite
1298,Tamil Nadu,Whole Year ,Arecanut,5,7, Laterite
1299,Tamil Nadu,Whole Year ,Arecanut,4,8, Laterite
1300,Tamil Nadu,Whole Year ,Arecanut,4,8, Laterite
1301,Tamil Nadu,Whole Year ,Arecanut,2,4, Laterite
1302,Tamil Nadu,Whole Year ,Arecanut,2,5, Laterite
1303,Tamil Nadu,Whole Year ,Arecanut,2,3, Laterite
1304,Tamil Nadu,Whole Year ,Arecanut,13,25, Laterite
1305,Tamil Nadu,Whole Year ,Arecanut,13,16, Laterite
1306,Tamil Nadu,Whole Year ,Arecanut,11,14, Laterite
1307,Tamil Nadu,Whole Year ,Arecanut,18,58, Laterite
1308,Tamil Nadu,Whole Year ,Arecanut,18,55, Laterite
1309,Tamil Nadu,Whole Year ,Arecanut,29,68, Laterite
1310,Tamil Nadu,Whole Year ,Arecanut,47,115, Laterite
1311,Tamil Nadu,Whole Year ,Arecanut,65,100, Laterite
1312,Tamil Nadu,Whole Year ,Arecanut,122,260, Laterite
1313,Tamil Nadu,Whole Year ,Arecanut,123,142, Laterite
1314,Tamil Nadu,Whole Year ,Arecanut,127,78, Laterite
1315,Tamil Nadu,Whole Year ,Arecanut,121,223, Laterite
1316,Tamil Nadu,Whole Year ,Arecanut,133,37, Laterite
1317,Tamil Nadu,Whole Year ,Arecanut,138,48, Laterite
1318,Tamil Nadu,Whole Year ,Arecanut,140,47, Laterite
1319,Tamil Nadu,Whole Year ,Arecanut,126,164, Laterite
1320,Tamil Nadu,Whole Year ,Arecanut,37,32, Laterite
1321,Tamil Nadu,Whole Year ,Arecanut,42,54, Laterite
1322,Tamil Nadu,Whole Year ,Arecanut,37,58, Laterite
1323,Tamil Nadu,Whole Year ,Arecanut,1,2, Laterite
1324,Tamil Nadu,Whole Year ,Arecanut,3,6, Laterite
1325,Tamil Nadu,Whole Year ,Arecanut,4,8, Laterite
1326,Tamil Nadu,Whole Year ,Arecanut,5,12, Laterite
1327,Tamil Nadu,Whole Year ,Arecanut,5,6, Laterite
1328,Tamil Nadu,Whole Year ,Arecanut,3,3, Laterite
1329,Tamil Nadu,Whole Year ,Arecanut,15,21, Laterite
1330,Tamil Nadu,Whole Year ,Arecanut,2,4, Laterite
1331,Tamil Nadu,Whole Year ,Arecanut,4,8, Laterite
1332,Tamil Nadu,Whole Year ,Arecanut,4,8, Laterite
1333,Tamil Nadu,Whole Year ,Arecanut,7,17, Laterite
1334,Tamil Nadu,Whole Year ,Arecanut,13,17, Laterite
1335,Tamil Nadu,Whole Year ,Arecanut,5,7, Laterite
1336,Tamil Nadu,Whole Year ,Arecanut,5,4, Laterite
1337,Tamil Nadu,Whole Year ,Arecanut,25,35, Laterite
1338,Tamil Nadu,Whole Year ,Arecanut,32,68, Laterite
1339,Tamil Nadu,Whole Year ,Arecanut,45,89, Laterite
1340,Tamil Nadu,Whole Year ,Arecanut,39,75, Laterite
1341,Tamil Nadu,Whole Year ,Arecanut,42,103, Laterite
1342,Tamil Nadu,Whole Year ,Arecanut,42,53, Laterite
1343,Tamil Nadu,Whole Year ,Arecanut,1,1, Laterite
1344,Tamil Nadu,Whole Year ,Arecanut,1,1, Laterite
1345,Tamil Nadu,Whole Year ,Arecanut,1,1, Laterite
1346,Tamil Nadu,Whole Year ,Arecanut,2,4, Laterite
1347,Tamil Nadu,Whole Year ,Arecanut,1,2, Laterite
1348,Tamil Nadu,Whole Year ,Arecanut,1,2, Laterite
1349,Tamil Nadu,Whole Year ,Arecanut,1,2, Laterite
1350,Tamil Nadu,Whole Year ,Arecanut,1,1, Laterite
1351,West Bengal,Whole Year ,Arecanut,1345,1274, Laterite
1352,West Bengal,Whole Year ,Arecanut,1383,2196, Laterite
1353,West Bengal,Whole Year ,Arecanut,1410,2280, Laterite
1354,West Bengal,Whole Year ,Arecanut,1405,2713, Laterite
1355,West Bengal,Whole Year ,Arecanut,1452,2680, Laterite
1356,West Bengal,Whole Year ,Arecanut,1486,3856, Laterite
1357,West Bengal,Whole Year ,Arecanut,1540,4457, Laterite
1358,West Bengal,Whole Year ,Arecanut,1597,8189, Laterite
1359,West Bengal,Whole Year ,Arecanut,1627,1775, Laterite
1360,West Bengal,Whole Year ,Arecanut,1673,4454, Laterite
1361,West Bengal,Whole Year ,Arecanut,1673,4454, Laterite
1362,West Bengal,Whole Year ,Arecanut,810,1620, Laterite
1363,West Bengal,Whole Year ,Arecanut,810,1620, Laterite
1364,West Bengal,Whole Year ,Arecanut,810,1620, Laterite
1365,West Bengal,Whole Year ,Arecanut,760,570, Laterite
1366,West Bengal,Whole Year ,Arecanut,875,1575, Laterite
1367,West Bengal,Whole Year ,Arecanut,889,1645, Laterite
1368,West Bengal,Whole Year ,Arecanut,880,1760, Laterite
1369,West Bengal,Whole Year ,Arecanut,777,1249, Laterite
1370,West Bengal,Whole Year ,Arecanut,798,1286, Laterite
1371,West Bengal,Whole Year ,Arecanut,905,1295, Laterite
1372,West Bengal,Whole Year ,Arecanut,915,1295, Laterite
1373,West Bengal,Whole Year ,Arecanut,5,12, Laterite
1374,West Bengal,Whole Year ,Arecanut,4,8, Laterite
1375,West Bengal,Whole Year ,Arecanut,4,8, Laterite
1376,West Bengal,Whole Year ,Arecanut,4,8, Laterite
1377,West Bengal,Whole Year ,Arecanut,5,92, Laterite
1378,West Bengal,Whole Year ,Arecanut,20,58, Laterite
1379,West Bengal,Whole Year ,Arecanut,30,31, Laterite
1380,West Bengal,Whole Year ,Arecanut,34,28, Laterite
1381,West Bengal,Whole Year ,Arecanut,34,28, Laterite
1382,West Bengal,Whole Year ,Arecanut,34,28, Laterite
1383,West Bengal,Whole Year ,Arecanut,102,295, Laterite
1384,West Bengal,Whole Year ,Arecanut,106,313, Laterite
1385,West Bengal,Whole Year ,Arecanut,108,320, Laterite
1386,West Bengal,Whole Year ,Arecanut,108,313, Laterite
1387,West Bengal,Whole Year ,Arecanut,115,332, Laterite
1388,West Bengal,Whole Year ,Arecanut,120,360, Laterite
1389,West Bengal,Whole Year ,Arecanut,130,329, Laterite
1390,West Bengal,Whole Year ,Arecanut,126,357, Laterite
1391,West Bengal,Whole Year ,Arecanut,146,383, Laterite
1392,West Bengal,Whole Year ,Arecanut,209,383, Laterite
